LE_MET_level6;Benthis_metiers;Benthis_metiers_reviewed;Benthis_metiers_old;Metier_level5;Metier_level4;JNCC_grouping;Fishing_category;Description
GNS_MOL_>=220_0_0;;NA;;GNS_MOL;GNS;NA;Static;Gillnet
GNS_MPD_120-219_0_0;NA;NA;;GNS_MPD;GNS;NA;Static;Gillnet
GNS_MPD_>=220_0_0;NA;NA;;GNS_MPD;GNS;NA;Static;Gillnet
GNS_NOC_120-219_0_0;;NA;;GNS_NOC;GNS;NA;Static;Gillnet
GNS_NOC_>=220_0_0;;NA;;GNS_NOC;GNS;NA;Static;Gillnet
GNS_SPF_0;;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_0-0_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_0_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_0_40_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_10-30_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_100-119_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_100_119_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_10_30_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_110-156_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_120-219_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_120_219_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_157-219_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_16-109;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_16-109_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_31-49_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_32-109_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_40_49_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_50-59_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_50-70_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_50_59_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_50_70_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_60-69_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_60_79_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_624;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_70-79_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_80_99_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_90-99_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_90_99_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_>=100_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_>=157_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_>=220_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_>=220_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_SPF_misc_0_0;NA;NA;;GNS_SPF;GNS;NA;Static;Gillnet
GNS_UNK_0;;NA;;GNS_UNK;GNS;NA;Static;Gillnet
GNS_UNK_349;NA;NA;;GNS_UNK;GNS;NA;Static;Gillnet
GN_DEF_0;;NA;;GN_DEF;GN;NA;Static;Gillnet
GN_DEF_1249;NA;NA;;GN_DEF;GN;NA;Static;Gillnet
GN_DEF_349;NA;NA;;GN_DEF;GN;NA;Static;Gillnet
GN_DEF_624;NA;NA;;GN_DEF;GN;NA;Static;Gillnet
GN_DWS_0;;NA;;GN_DWS;GN;NA;Static;Gillnet
GN_DWS_349;NA;NA;;GN_DWS;GN;NA;Static;Gillnet
GN_UNK_0;;NA;;GN_UNK;GN;NA;Static;Gillnet
GTN_DEF_0_0_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_0_40_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_10_30_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_120_219_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_50_59_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_50_70_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_60_79_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_80_99_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_90_99_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_>=100_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_DEF_>=220_0;NA;NA;;GTN_DEF;GTN;NA;Static;Gillnet
GTN_LPF_0_0_0;NA;NA;;GTN_LPF;GTN;NA;Static;Gillnet
GTN_LPF_>=100_0;NA;NA;;GTN_LPF;GTN;NA;Static;Gillnet
GTN_UND_90-99_0_0;;NA;;GTN_UND;GTN;NA;Static;Gillnet
GTR_ANA_0_0_0;NA;NA;;GTR_ANA;GTR;NA;Static;Trammel
GTR_ANA_>=157_0_0;NA;NA;;GTR_ANA;GTR;NA;Static;Trammel
GTR_CAT_NA_0_0;NA;NA;;GTR_CAT;GTR;NA;Static;Trammel
GTR_CEP_0_0_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_0_40_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_100_119_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_10_30_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_120_219_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_40_49_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_50_59_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_50_70_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_60_79_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_80_99_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_90_99_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_>=100_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CEP_>=220_0;NA;NA;;GTR_CEP;GTR;NA;Static;Trammel
GTR_CRU_0-0_0_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_0_0_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_0_40_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_10-30_0_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_100-119_0_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_100_119_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_10_30_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_120-219_0_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_120_219_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_40_49_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_50_59_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_50_70_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_60_79_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_80_99_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_90_99_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_>=100_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_>=220_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_CRU_>=220_0_0;NA;NA;;GTR_CRU;GTR;NA;Static;Trammel
GTR_DEF_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_0-0_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_0_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_0_40_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_10-30_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_100-119_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_100_119_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_10_30_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_110-156_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_120-219_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_120_219_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_40_49_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_50-70_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_50_59_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_50_70_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_60_79_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_80_99_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_90-99;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_90-99_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_90_99_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_>=100_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_>=100_0_0;;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_>=157_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_>=220_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_>=220_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_>=80_0_0;;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_DEF_misc_0_0;NA;NA;;GTR_DEF;GTR;NA;Static;Trammel
GTR_FIF_NA_0_0;NA;NA;;GTR_FIF;GTR;NA;Static;Trammel
GTR_FWS_0_0_0;NA;NA;;GTR_FWS;GTR;NA;Static;Trammel
GTR_FWS_>0_0_0;NA;NA;;GTR_FWS;GTR;NA;Static;Trammel
GTR_SPF_32-109_0_0;NA;NA;;GTR_SPF;GTR;NA;Static;Trammel
HAR_UNK_1249;NA;NA;;HAR_UNK;HAR;NA;Other;Harpoon
HAR_UNK_349;NA;NA;;HAR_UNK;HAR;NA;Other;Harpoon
HAR_UNK_624;NA;NA;;HAR_UNK;HAR;NA;Other;Harpoon
HAR_UNK_874;NA;NA;;HAR_UNK;HAR;NA;Other;Harpoon
HMD_MOL_0_0_0;NA;NA;;HMD_MOL;HMD;NA;Dredge;Dredge
HMD_MOL_70-99_0_0;NA;NA;;HMD_MOL;HMD;NA;Dredge;Dredge
HMD_MOL_<16_0_0;NA;NA;;HMD_MOL;HMD;NA;Dredge;Dredge
HMD_MOL_>=120_0_0;NA;NA;;HMD_MOL;HMD;NA;Dredge;Dredge
HMD_MOL_UND_0_0;NA;NA;;HMD_MOL;HMD;NA;Dredge;Dredge
LA_DEF_0;;NA;;LA_DEF;LA;NA;Static;Lines
LA_DEF_0_0_0;NA;NA;;LA_DEF;LA;NA;Static;Lines
LA_DEF_1249;NA;NA;;LA_DEF;LA;NA;Static;Lines
LHM_DEF_0;;NA;;LHM_DEF;LHM;NA;Static;Lines
LHM_DEF_349;NA;NA;;LHM_DEF;LHM;NA;Static;Lines
LHM_FIF_0_0_0;NA;NA;;LHM_FIF;LHM;NA;Static;Lines
LHM_SPF_0;;NA;;LHM_SPF;LHM;NA;Static;Lines
LHM_SPF_624;NA;NA;;LHM_SPF;LHM;NA;Static;Lines
LHM_UNK_0;;NA;;LHM_UNK;LHM;NA;Static;Lines
LHM_UNK_349;NA;NA;;LHM_UNK;LHM;NA;Static;Lines
LHP_CEP_0_0_0;NA;NA;;LHP_CEP;LHP;NA;Static;Lines
LHP_CRU_0-0_0_0;NA;NA;;LHP_CRU;LHP;NA;Static;Lines
LHP_DEF_0;NA;NA;;LHP_DEF;LHP;NA;Static;Lines
LHP_DEF_0-0_0_0;NA;NA;;LHP_DEF;LHP;NA;Static;Lines
LHP_DEF_0_0_0;NA;NA;;LHP_DEF;LHP;NA;Static;Lines
LHP_FIF_-_0_0;NA;NA;;LHP_FIF;LHP;NA;Static;Lines
LHP_FIF_0_0_0;NA;NA;;LHP_FIF;LHP;NA;Static;Lines
LHP_FIN_0_0_0;;NA;;LHP_FIN;LHP;NA;Static;Lines
LHP_LPF_0-0_0_0;NA;NA;;LHP_LPF;LHP;NA;Static;Lines
LHP_LPF_0_0_0;NA;NA;;LHP_LPF;LHP;NA;Static;Lines
LHP_SPF_0-0_0_0;NA;NA;;LHP_SPF;LHP;NA;Static;Lines
LHP_SPF_0_0_0;NA;NA;;LHP_SPF;LHP;NA;Static;Lines
LLD_ANA_0_0_0;NA;NA;;LLD_ANA;LLD;NA;Static;Longlines
LLD_ANA_10-30_0_0;NA;NA;;LLD_ANA;LLD;NA;Static;Longlines
LLD_ANA_50-59_0_0;NA;NA;;LLD_ANA;LLD;NA;Static;Longlines
LLD_ANA_NA_0_0;NA;NA;;LLD_ANA;LLD;NA;Static;Longlines
LLD_CRU_0-0_0_0;NA;NA;;LLD_CRU;LLD;NA;Static;Longlines
LLD_DEF_0;;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_DEF_0-0_0_0;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_DEF_0_0_0;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_DEF_10-30_0_0;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_DEF_349;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_DEF_624;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_DEF_874;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLD_FWS_10-30_0_0;NA;NA;;LLD_FWS;LLD;NA;Static;Longlines
LLD_LPF_0_0_0;NA;NA;;LLD_LPF;LLD;NA;Static;Longlines
LLD_SPF_0-0_0_0;NA;NA;;LLD_SPF;LLD;NA;Static;Longlines
LLD_SPF_0_0_0;NA;NA;;LLD_SPF;LLD;NA;Static;Longlines
LLS_ANA_0_0_0;NA;NA;;LLS_ANA;LLS;NA;Static;Longlines
LLS_ANA_10-30_0_0;NA;NA;;LLS_ANA;LLS;NA;Static;Longlines
LLS_CAT_0_0_0;NA;NA;;LLS_CAT;LLS;NA;Static;Longlines
LLS_CAT_10-30_0_0;NA;NA;;LLS_CAT;LLS;NA;Static;Longlines
LLS_CRU_0;;NA;;LLS_CRU;LLS;NA;Static;Longlines
LLS_CRU_0-0_0_0;NA;NA;;LLS_CRU;LLS;NA;Static;Longlines
LLS_CRU_349;NA;NA;;LLS_CRU;LLS;NA;Static;Longlines
LLS_DEF_-_0_0;NA;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLS_DEF_0;;NA;;LLD_DEF;LLD;NA;Static;Longlines
LLS_DEF_0_0_0;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_10-30_0_0;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_110-156_0_0;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_1249;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_157-219_0_0;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_1749;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_2499;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_349;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_3999;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_50-59_0_0;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_624;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_874;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_>=220_0_0;NA;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DEF_UND_0_0;;NA;;LLS_DEF;LLS;NA;Static;Longlines
LLS_DWS_0;;NA;;LLS_DWS;LLS;NA;Static;Longlines
LLS_DWS_0_0_0;NA;NA;;LLS_DWS;LLS;NA;Static;Longlines
LLS_DWS_1249;NA;NA;;LLS_DWS;LLS;NA;Static;Longlines
LLS_DWS_2499;NA;NA;;LLS_DWS;LLS;NA;Static;Longlines
LLS_DWS_3999;NA;NA;;LLS_DWS;LLS;NA;Static;Longlines
LLS_FIF_-_0_0;NA;NA;;LLS_FIF;LLS;NA;Static;Longlines
LLS_FIF_0_0_0;NA;NA;;LLS_FIF;LLS;NA;Static;Longlines
LLS_FWS_0_0_0;NA;NA;;LLS_FWS;LLS;NA;Static;Longlines
LLS_FWS_10-30_0_0;NA;NA;;LLS_FWS;LLS;NA;Static;Longlines
LLS_FWS_110-156_0_0;NA;NA;;LLS_FWS;LLS;NA;Static;Longlines
LLS_FWS_157-219_0_0;NA;NA;;LLS_FWS;LLS;NA;Static;Longlines
LLS_NOC_0_0_0;;NA;;LLS_NOC;LLS;NA;Static;Longlines
LLS_SPF_0;;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_0-0_0_0;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_0_0_0;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_10-30_0_0;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_349;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_3999;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_624;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_SPF_874;NA;NA;;LLS_SPF;LLS;NA;Static;Longlines
LLS_UNK_0;;NA;;LLS_UNK;LLS;NA;Static;Longlines
LLS_UNK_1249;NA;NA;;LLS_UNK;LLS;NA;Static;Longlines
LLS_UNK_349;NA;NA;;LLS_UNK;LLS;NA;Static;Longlines
LL_CRU_0;;NA;;LL_CRU;LL;NA;Static;Longlines
LL_CRU_624;NA;NA;;LL_CRU;LL;NA;Static;Longlines
LL_DEF_0;;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_1249;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_149;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_1749;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_2499;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_349;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_624;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DEF_874;NA;NA;;LL_DEF;LL;NA;Static;Longlines
LL_DWS_0;;NA;;LL_DWS;LL;NA;Static;Longlines
LL_DWS_1749;NA;NA;;LL_DWS;LL;NA;Static;Longlines
LL_SPF_0;;NA;;LL_SPF;LL;NA;Static;Longlines
LL_SPF_1249;NA;NA;;LL_SPF;LL;NA;Static;Longlines
LL_SPF_349;NA;NA;;LL_SPF;LL;NA;Static;Longlines
LL_SPF_624;NA;NA;;LL_SPF;LL;NA;Static;Longlines
LL_UNK_0;;NA;;LL_UNK;LL;NA;Static;Longlines
LL_UNK_349;NA;NA;;LL_UNK;LL;NA;Static;Longlines
LN_CRU_0_0_0;NA;NA;;LN_CRU;LN;NA;Static;Lift nets
LN_DEF_0_0_0;NA;NA;;LN_CRU;LN;NA;Static;Lift nets
LTL_DEF_0;;NA;;LN_CRU;LTL;NA;Static;Lines
LTL_DEF_0_0_0;NA;NA;;LN_CRU;LTL;NA;Static;Lines
LTL_DEF_349;NA;NA;;LTL_DEF;LTL;NA;Static;Lines
LTL_LPF_0_0_0;NA;NA;;LTL_LPF;LTL;NA;Static;Lines
LTL_SPF_0;;NA;;LTL_SPF;LTL;NA;Static;Lines
LTL_SPF_0_0_0;NA;NA;;LTL_SPF;LTL;NA;Static;Lines
LTL_SPF_1249;NA;NA;;LTL_SPF;LTL;NA;Static;Lines
LTL_SPF_2499;NA;NA;;LTL_SPF;LTL;NA;Static;Lines
LTL_SPF_349;NA;NA;;LTL_SPF;LTL;NA;Static;Lines
LTL_SPF_624;NA;NA;;LTL_SPF;LTL;NA;Static;Lines
LTL_SPF_874;NA;NA;;LTL_SPF;LTL;NA;Static;Lines
LX_DEF_0;;NA;;LX_DEF;LX;NA;Static;Lines
LX_DEF_349;NA;NA;;LX_DEF;LX;NA;Static;Lines
MIS_CRU_0-0_0_0;NA;NA;;MIS_CRU;MIS;NA;Other;Other
MIS_DEF_0-0_0_0;NA;NA;;MIS_DEF;MIS;NA;Other;Other
MIS_DEF_0_0_0;NA;NA;;MIS_DEF;MIS;NA;Other;Other
MIS_DEF_874;NA;NA;;MIS_DEF;MIS;NA;Other;Other
MIS_DES_0_0_0;NA;NA;;MIS_DES;MIS;NA;Other;Other
MIS_FWS_0_0_0;NA;NA;;MIS_FWS;MIS;NA;Other;Other
MIS_MIS_0_0_0;NA;NA;;MIS_MIS;MIS;NA;Other;Other
MIS_MPD_0-0_0_0;NA;NA;;MIS_MPD;MIS;NA;Other;Other
MIS_SPF_0-0_0_0;NA;NA;;MIS_SPF;MIS;NA;Other;Other
MIS_SPF_0_0_0;NA;NA;;MIS_SPF;MIS;NA;Other;Other
MIS_SWD_0_0_0;NA;NA;;MIS_SWD;MIS;NA;Other;Other
MIS_UND_UND_0_0;;NA;;MIS_UND;MIS;NA;Other;Other
NA;NA;NA;;NA;NA;NA;NA;NA
NK_DEF_1249;NA;NA;;NA;NA;NA;NA;NA
NK_DEF_874;NA;NA;;NA;NA;NA;NA;NA
NO_SPF_UNK;NA;NA;;NA;NA;NA;NA;NA
NULL;NA;NA;;NA;NA;NA;NA;NA
No_Matrix6;NA;NA;;NA;NA;NA;NA;NA
No_logbook6;;NA;;NA;NA;NA;NA;NA
OTB/OTM;OT_MIX;OT_MIX;;OTB/OTM;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_ANA_0_0_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_ANA;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_0_0_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_16_31_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_20_39_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_32_54_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_55_69_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_70_99_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_>0_0_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CAT_>=70_0;OT_MIX_DMF_PEL;OT_MIX;;OTB_CAT;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_0_0_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_0_16_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_100_119_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_16_31_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_32_54_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_32_69_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
OTB_CEP_55_69_0;NA;OT_MIX;;OTB_CEP;OTB;Otter_Trawl;Otter;Otter_Trawl
